region,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
Non-Western,-0.9435335371706962,-0.5018990632212493,1.0919004228854887,-1.337955725228729,0.6982174142850583
Western,0.031485969811389514,0.20685987932539524,0.708691963608174,-0.5043528477081423,0.6587725115511192
