Factor,Mean_Difference,Std_Dev_Difference,Cohen_d
Factor_1,-0.9534839688843326,1.0699670956185414,-0.8911339169109022
Factor_2,0.43948485652551,1.3368314630851017,0.3287511318078042
Factor_3,-1.1982772093839966,1.0410737902774614,-1.1510012264016733
Factor_4,-0.42609475511851946,0.9697983870920722,-0.43936426456240973
Factor_5,-0.4182900767390534,1.0410870383994408,-0.4017820425294405
