Factor,Mean_Difference,Std_Dev_Difference,Cohen_d
Factor_1,-0.7619632378704767,0.7412487971328073,-1.027945327962479
Factor_2,-0.36991239792034086,1.4458466184308962,-0.2558448408046131
Factor_3,1.0205384920245133,1.0755462917210883,0.948855944072336
Factor_4,-1.1827203449260064,0.8965734013026381,-1.319156181978657
Factor_5,0.6908718968426047,1.8688978503031604,0.3696680889918815
