,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
0,-0.9941635216953135,-1.1580611779155079,0.6413829986644755,-2.0131670763458036,0.37640998574782925
1,-1.4705697427798263,0.2644922445945749,1.4169789213138977,-1.6874810150735595,-0.20636704642412157
2,-1.544079678652625,0.020587498858463317,1.72466527153448,-1.5077819959603613,-0.06332152602779707
3,-0.6806907505999317,0.18355319613348497,0.9997706075078702,-1.4920564138292873,0.06732432237039933
4,-0.8637585378583108,0.0208667272800055,1.6457140018889664,-1.7382777567674688,-0.14204627027987404
5,-1.0613297135925321,0.018325188613513545,1.7253687328587095,-1.7859509468084651,-0.21069697033337556
6,-0.6072596455829955,0.24694572746525184,1.597110010261653,-1.2204032525994595,-0.3167258563742831
7,-0.7212327082153448,0.43159409110027147,1.6119450447147667,-1.5291077397610018,-0.41356830837479597
8,-0.7954823983245202,0.8154223370036807,1.7743238686293568,-1.455503717818978,-0.35341452585156685
9,-1.3511243521355205,-1.0623727258302353,0.9112848355508942,-1.0653376638219143,-0.08962912917734307
10,-1.9761903419755589,-0.5394257629137524,1.649806541579359,-1.5857172333572274,0.060445859354720285
11,-1.5243959197020105,-0.24186310478944756,1.3005935583928987,-1.7960780640542877,0.009572919927549857
12,-0.6277175472669557,0.12307641399692115,1.4184142473990466,-1.983445177409433,0.07859540384851951
13,-0.7917057539000569,0.07107196379432296,1.4524535087140047,-1.7867338863146793,-0.02697244236525646
14,-0.4022335638471368,0.5042079123084143,1.6679120347849057,-2.2602991335131115,-0.0792031825203171
15,-0.0993869683078027,0.30152179441122434,1.3988630128355153,-1.716792987922145,-0.03191056593387055
16,-0.9792039670311382,-0.04146798842659464,1.3888466681701779,-2.2395715531043896,0.040564952130277075
17,-0.6929269444862598,0.1333272690618409,1.8621249886472984,-1.5281245185188679,-0.38369327236522244
18,-2.0525453078352016,-1.5030035932624093,1.6378052906081149,-0.42274845230369934,-0.4194318786204853
19,-1.4756091807112497,0.13399244506258323,1.8584789584912422,-1.6187729122699304,-0.12292834841265254
20,-1.0619343870213613,-0.4885234879732111,1.1893990933299678,-1.9453187318633733,0.003966896714289796
21,-1.237327473132647,-0.5049004257283718,1.3715084470734393,-1.8572334792117557,-0.32213528578211564
22,-1.9511950349958285,-0.027862065463191938,1.2078517412748841,-1.7144162000504946,0.18997054143889353
23,-1.1296792265045543,-0.26020515008460754,1.298309403587876,-1.561399969838676,0.06740281135883713
24,-1.1333026354460987,0.9526779781081838,0.9116680387280612,-1.143387305284415,-0.6299280585392613
25,-1.0940672132386373,0.7186815809226951,2.078895353967624,-1.3465557884441866,-0.5526129753058263
26,-1.3838019398080807,0.3072951622627147,1.553787953917969,-1.531961428809454,-0.015167285713930678
27,0.1429819131583246,-0.14314053999111648,0.649888989106678,-1.2997364313003048,0.29873949866050126
28,0.04226232044939019,-0.12835042914717854,0.5767004012690219,-1.323071002293142,-0.13696890453949068
29,0.3464968716462369,0.8529742051096983,0.881557992765738,-2.5015915134889797,1.0938921612987071
30,-1.4924764812470102,-0.63987723196222,2.12385603140202,-2.27221786909333,-0.1014412783330481
31,-0.4485214165447502,-0.9695464387759362,1.0610091169601583,-1.8935005780363485,-0.03370665914041647
32,-0.9225675489156746,-1.540716375052029,1.2419240883164042,-1.3852200962863452,-0.13121038172240745
33,-0.721421615884207,0.0682795224500782,1.139471727704297,-1.6374517143346357,-0.14737621872210108
34,-0.41666907414911447,-0.366486296119916,0.0706089335377066,-0.9567370398528113,-0.11662965406076306
35,0.024609449721279278,-0.33782683881392833,0.49137012466631613,-1.0966385879728733,-0.11315751949478652
36,-0.2489746418681095,-0.3868169585905008,0.26989526047041107,-1.2123836565363952,-0.194232851853263
37,0.34223918272746284,-0.35048063861496265,0.09294417724284822,-0.9794212838817425,-0.15369888728148243
38,0.37564006973927827,-0.3803651062456527,0.4251874882645193,-1.2676008431439099,0.256479864898079
