,Q11P,Q12P,Q149,Q150,Q151P,Q15P,Q165P,Q166P,Q16P,Q17P,Q19P,Q20P,Q21P,Q22P,Q23P,Q25P,Q26P,Q57P,Q8P,Q9P,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q121,Q123,Q124,Q130P,Q160,Q162,Q163,Q164,Q169P,Q170P,Q171P,Q172P,Q173P,Q176P,Q180,Q182,Q184,Q185,Q186,Q188,Q189,Q190,Q195,Q197P,Q199P,Q224P,Q234P,Q235P,Q236P,Q237P,Q238P,Q239P,Q241,Q242,Q243,Q245,Q246,Q248,Q249,Q250,Q254P,Q255P,Q259P,Q27P,Q28P,Q29P,Q2P,Q30P,Q32P,Q33P,Q34P,Q35P,Q37P,Q38P,Q39P,Q3P,Q41P,Q42,Q4P,Q5P,Q64P,Q65P,Q66P,Q68P,Q69P,Q6P,Q70P,Q71P,Q72P,Q73P,Q77P,Q90
Q112,-0.036869280915629334,0.03649245813439789,0.024476603286493474,0.08506033355637396,0.09687924799528805,0.1653277022946316,0.19132108014498683,0.10254552241493775,0.008369958010413878,0.16296191081054354,-0.01700131267702194,-0.02979673008832612,0.002516037551679275,0.07750213578323259,-0.003544004162373611,0.031889039184701956,-0.001063751376431396,-0.179125372913331,-0.0769643322838249,0.03713564371870046,0.09524305295214146,0.05211304153843877,-0.014838240050061019,-0.0025095669278143965,-0.006307495116190464,0.02089838631627909,1.0,-0.08362356535627834,-0.054796564571516604,0.1405395677614578,-0.05455170699024147,0.12479682047432386,0.054985878993232824,-0.005764563576233569,0.2838620488757956,0.16146256915862306,0.10843165818975305,0.16535168314136695,0.22933188957124345,0.19409593132942604,0.060166100110929016,-0.009378476185339043,-0.13800627626040063,-0.14912343561234226,-0.0533545976223894,-0.09337786128237403,-0.13069154838283373,-0.033023241711147934,0.051402701994581086,0.031078822510364333,-0.03878123112976228,-0.11823119996211541,-0.26439714535986486,0.08640529007069035,0.1027474297635501,0.1328030420240891,0.03942337091674501,0.048882001877969296,0.07646965560574391,0.015928561028987046,0.07111040852371066,0.06452400519946547,0.10702477045688012,0.0394129683521837,0.09271376104722699,0.036468795832405296,0.12286734035243849,0.07328305848893994,0.05064780933898863,0.019453340510359383,0.18770790195782927,0.09072961073280293,0.028032698765205272,-0.03644162986171453,-0.004921489200583357,0.015108031305688541,0.05665262395991104,0.1485969904009147,0.11880775071134878,0.0720404150971621,0.15211596071780106,0.15421680705473756,0.06280705499745595,0.1389104234411637,0.004528019082181827,-0.099333535131116,0.17395077717417026,0.07968544056522261,-0.09646564307416662,-0.13452096280738196,-0.15838477263608816,-0.22185246653495005,0.21111289583301554,-0.22683706095049272,-0.24775327070731656,-0.2662778843084488,-0.28778714764317775,-0.09836832550060971,0.011149843632827916
Q121,0.066391007368201,0.04092672506243894,0.0029280009178117325,-0.035794142303560914,-0.06181783794037602,-0.08938968796720631,-0.08279574651354521,-0.05417819210488414,0.055587104670782726,-0.04998430553078505,-0.05491626800941714,-0.04018541011809458,-0.10067789596969491,-0.10192863582196782,-0.04534057912104229,-0.09150299444423642,-0.0524621852658525,0.13677327377429768,0.10822677304427308,0.02565412820699317,0.04595162518793185,0.038466835615608215,0.06164892879969629,0.017731764963868142,0.035532604846013845,-0.03107761810446002,-0.08362356535627834,1.0,0.22971850997115956,-0.19392647702018204,0.24678022627303214,0.013361402404103247,-0.008680351884891906,0.08678217545232282,-0.10498490804333578,-0.14523458386916316,-0.14136466278764412,-0.045380521733459,-0.09770898114449843,-0.06107733285625046,0.012456383073293833,0.04311763721796793,0.17562739521173656,0.1361171751739588,0.11119508419259087,0.15567373407846383,0.12971065784786806,0.015550224325767725,0.015473184546492425,0.005179954344167278,-0.0018922621166445669,0.10357692491569673,0.15974784652069807,0.03132466378432014,-0.029094082866378494,0.01572841617788515,-0.027210576397047947,0.06283761125566255,-0.03989278251009675,0.05970012544859184,-0.024532247145453455,0.07295744861169955,-0.00046642314024280884,0.09751350658316874,0.028684026959444196,0.09676500231230625,0.07957683194810004,0.034201166566184306,-0.02121851072111129,0.061152821069397505,-0.07149199623902362,-0.05719101661413227,-0.07364680780082401,0.057925419780118274,-0.014354388061322842,0.028437372604584312,-0.09222122770936003,-0.16086320003653493,-0.05882832409875143,-0.08074394523705652,-0.07589349801342485,-0.06838337532940869,0.05815035915442652,-0.08846019281338688,0.03976154742871337,0.08426989834722635,-0.032834944337928974,0.0029170950605537436,0.036322592124534064,0.10176083261767183,0.09255723541407287,0.07155133989052156,-0.11499700135814515,0.08824563758772158,0.10550003606228783,0.12958947058033718,0.13822591060388043,0.11520889265816131,0.03238857206560633
Q123,0.0683516842714313,0.09944950979292654,-0.011515493619848804,-0.033201209514693734,-0.03623550602465063,-0.06184957575602664,-0.09297141137952705,-0.014261835142411906,0.04748560106984629,-0.04516251264563371,-0.052336669098006876,-0.04914072811262441,-0.08728173209540623,-0.07621063029104144,-0.04399173506057701,-0.023047090964387916,-0.04362362744324317,0.14690381971110955,0.09315679356558189,-0.008723364373290401,0.03722070466925177,0.0007243851191683133,0.014390838122218443,-0.02560980447163874,0.0059894821588344594,-0.052887769668030944,-0.054796564571516604,0.22971850997115956,1.0,-0.054184777945039814,0.17398680928066548,-0.02051661281886906,-0.06422743604242843,0.10535720380460079,-0.10841299700324188,-0.08852612501276935,-0.09859819676372421,-0.09097019493512465,-0.1017304960731678,-0.07957067674951115,0.024015010104760304,-0.028462909746464447,0.19831864421671125,0.14855478301853692,0.13253803336115078,0.14831572331930484,0.13682764908774767,-0.026968853234642366,-0.027611537253602603,-0.0028949324826602835,-0.0022236032329461786,0.10217546314655367,0.1694599033301695,0.0706088775706831,-0.061803874161727675,0.011649673240325144,-0.034677767662641384,0.11570521050163558,-0.07378245561304148,0.09049195639983187,-0.05100619807721607,0.13804604217055014,-0.039678039729615915,0.15858797609264783,0.010633315573783218,0.1412832530170342,0.13982259274471015,0.0074057849798653255,0.011518255821381142,0.08469276162312328,-0.053109085681049197,-0.017247957955020855,-0.06642794408237412,0.09878064055215531,-0.05292571561861773,0.05528411528249811,-0.07870416067607101,-0.10743253492192324,-0.04175676502411528,-0.07523939524641092,-0.06936966105770755,-0.01808696477305068,0.07310675021431204,-0.06006379717852452,0.03783651353437425,0.0747968563510964,-0.03390386888440317,-0.042687126184725144,0.07276589690348884,0.06605649646104693,0.09042269875277802,0.1048111644961123,-0.11452072437608753,0.11550049613815054,0.07374158221067348,0.0847158823407132,0.08670812898825231,0.07769393146414497,0.022669707781946182
Q124,-0.01873817172215728,0.021873709448843204,-0.013121342150197973,0.08811791339524119,0.0758376392859245,0.05093423402690078,0.04597682874433234,0.03999341645131549,-0.02490910036750949,0.03985381074953765,0.047413631567172994,0.05570436299624303,0.10374705927314806,0.07423581637310235,0.02226539491985712,0.01583299419122458,0.026774296742758965,-0.05583541202221857,-0.02309668107397542,0.04986719963156135,0.042097511525328084,0.03667787467545716,-0.009949696604935561,0.01858432090174633,0.024412950987097996,0.06192577062588108,0.1405395677614578,-0.19392647702018204,-0.054184777945039814,1.0,-0.16972748461437634,0.07907747638638372,0.07875025469603446,-0.011824149414788696,0.06277571127959151,0.08777424575746028,0.104479669475344,0.059237170982125456,0.0609365614737668,0.0805925661424923,0.04783845132412928,-0.002461168951371022,-0.08790757987713976,-0.04154144885752377,-0.017018988951028546,-0.02866100915404259,-0.019667959481302434,-0.006988452282347844,-0.0002683650413808598,0.05161715136943894,0.012739448282759627,-0.027554301746905388,-0.04102213551573059,-0.001005159747832436,0.05384490532392358,0.04805618995494645,-0.014734538686407294,0.03275321920548619,0.02986709424402248,0.02746680349760435,0.027427810244654488,0.028227971148352075,0.011655226616747654,0.0032667274846771796,0.04152660425597176,0.02852792763292327,0.01574516125328308,0.014297149202528716,0.085473285422038,-0.005321171166271352,0.06429426213218122,0.10175986863737399,0.08350887895817821,-0.004359738782293078,0.04126489762069512,0.031684365864858406,0.08386560496772741,0.19742661064942996,0.10044494551633337,0.08332154908145492,0.09207113998824266,0.15045241734971473,0.04133283871644609,0.1056217903265348,0.04690455194018119,-0.03922515029042898,0.02690010608033811,0.0273933611733409,0.022237042103091947,-0.02419103340803524,-0.012647352970476583,-0.020284695978540285,0.06430894522284804,-0.036008045984093344,-0.04697045679678095,-0.06358632934163634,-0.07314147990124424,-0.022616255462722137,0.020290243073700927
Q130P,0.11419506212708333,0.04803459351428864,-0.010878904979216033,-0.07587894937167358,-0.06659259713666477,-0.042139359398894675,-0.03503048563632615,-0.029622349537253387,0.07088158145569556,-0.005417748625036308,-0.02475472584534787,-0.07041363204876394,-0.07442999536117646,-0.07842810378144455,-0.008281254859917632,-0.043470430369846075,-0.0414759063894836,0.12292200319030162,0.08318306493533471,0.014969654019387168,0.039214734649459106,0.010887704334695984,0.049184288343582544,0.020421305266733546,0.05539506993718941,0.0037801938977449104,-0.05455170699024147,0.24678022627303214,0.17398680928066548,-0.16972748461437634,1.0,0.016740472175848824,0.006889614407935944,0.08122702235827552,-0.059328037765110433,-0.06717337136985034,-0.09408682217938444,-0.021630133142427323,-0.05429375311455058,-0.05284989867085459,0.01630377399108602,0.05394226359257358,0.17059439653336098,0.14121390704124206,0.13077055488188177,0.12761238203108066,0.11009740007929279,0.04472965805837772,0.03307823639714122,-0.012849873257735324,-0.01823095693044364,0.10533167592007074,0.08622438058119503,0.06307591768404125,-0.025447346275039646,0.03328383776494715,-0.034630440961718106,0.0728600154324097,-0.030945403347873893,0.012266556064887498,-0.028067259022276747,0.057557868311833564,-0.026098095828254238,0.07057133355860841,-0.016593524358779647,0.0464256826376715,0.05867109114815755,-0.008224282748908456,-0.014808403173122632,0.06599982948758717,-0.04065505180312908,-0.031691232097113546,-0.06828884918863846,0.08969355135446828,-0.03336262412044038,0.005415686708198394,-0.07984997929206156,-0.16270708681111695,-0.021812196733414925,-0.08399003423204332,-0.06998148651958651,-0.03197347683826792,0.06584098750372303,-0.09193097835580198,-0.005050076428183961,0.07271566787851906,-0.025442628557280904,-0.0076458512784208545,0.016571595750374753,0.04408969556763013,0.04774046790410467,0.049995199575113156,-0.07295175160271546,0.05070313933182268,0.020519630918637795,0.05079631092965477,0.06634793527068862,0.05024102373931665,0.045405857087405244
Q160,-0.010877363744080886,-0.013143455994633764,0.05592340987496095,0.09094069959831291,0.10893684302360909,0.05844872753488489,0.16627394539785897,0.06966639287612565,0.004094414205460089,0.08482314085821327,0.06116373584808323,0.05374690533834165,0.05534847606541331,0.06921453336567493,0.06539753275980083,0.008306194822302163,0.03995085945804701,-0.07881162400109613,-0.033708627085201545,0.047834126257506666,0.11480238085634648,0.09574747859086452,0.10347366609785175,0.09488601157416658,0.059847853338454514,0.04974903360342366,0.12479682047432386,0.013361402404103247,-0.02051661281886906,0.07907747638638372,0.016740472175848824,1.0,0.21091181699379444,0.003861876389559237,0.22601845104353718,0.12692807387150168,0.11222951304687524,0.13070316717203032,0.15667985914442847,0.1386989476276015,0.050384746946121516,0.05868597206652292,-0.12374707934890579,-0.1256505261369891,-0.080309169414777,-0.10485522622647427,-0.09156254404144575,0.06657141654303814,0.08375957119258368,0.030394170512803336,0.020760764486494065,-0.027124217887288537,-0.07940681814071841,-0.006422566337400406,0.17052657975333152,0.0784428032351522,0.08048352603534425,-0.0028266301424525885,0.11250686065578865,0.03759071100985882,0.13492705103768474,-0.0052313089923495095,0.11353151388288807,-0.021445148358414788,0.10249024936920928,0.00012606277094209445,0.024599047355499948,0.10364386010303396,0.10139339982121658,0.027269798292466743,0.10951781574584583,0.1259679713263289,0.07835345332842127,-0.030094505241533318,0.10053423469431579,0.06374712222490057,0.09256194981607696,0.1028021427785677,0.13648883216021718,0.1056656999325968,0.13148685428292045,0.12238076069555544,0.01694664631925846,0.13769361115654713,0.03430594493021625,-0.009940374549518034,0.10126464510736068,0.11673571457452711,-0.02418924174845223,0.028210161093874465,-0.02290759107096232,-0.03875518724366867,0.17001613516563674,-0.061627538110011156,0.013890649404805763,0.005692876196532065,-0.006479847409372412,0.02443181556936238,0.07455800117355592
Q162,0.016444171317548766,-0.04144128240173115,0.036059118268686526,0.0186991078017144,-0.00332301156588868,0.02278741246133418,0.06707624398218455,0.018606378069528366,0.029811104666124074,0.07089684818584607,0.07684268329807725,0.0340359906967014,0.08621826800734189,-0.005477488455681824,0.06336203029723014,-0.012616034219856713,0.06481104831992657,-0.025542885556840186,-0.023090810044823586,0.01598347220609233,0.03847107183238608,0.09129893913262431,0.09059632979518424,0.1495778442887483,0.13028448631696776,0.08504023789131197,0.054985878993232824,-0.008680351884891906,-0.06422743604242843,0.07875025469603446,0.006889614407935944,0.21091181699379444,1.0,-0.06531556133028132,0.0829405516012221,0.07229308386093797,0.07416902634671621,0.08755539808308904,0.061824669153959844,0.07151185049224608,0.016763192166360408,0.14194249643112927,-0.030177189126038596,-0.0015115461975884089,-0.013243654663018073,-0.012139598906543703,-0.00033417959283597523,0.11311847748397444,0.0980577987705432,0.055599521758100054,0.034160980517757164,-0.04525119998900369,-0.037932365329413555,-0.07443067789068906,0.13371045049833166,0.07070773108286751,0.10169540900423528,-0.06198344907232728,0.11103801806487199,0.02274842445606144,0.13948296060666387,-0.07716774632163625,0.10953399943623392,-0.0753586621571731,0.05360040059645232,-0.04599680622066443,-0.08168090888289796,0.013414735840221568,0.03829455507815321,-0.004026227059940619,0.023657807533521102,0.1156136080396434,0.0721153328124424,-0.03636871952092463,0.13918755808192365,0.031588387260492776,0.0974432341004344,0.07567149711755534,0.12234138325003165,0.08132878380977138,0.031610315164182036,0.036889673006412695,-0.0010365296673611778,0.0791521813140944,0.028925947551899533,-0.041600342198375,-0.014737638020110655,0.07234726502753862,-0.019615147448785765,0.040818337838750274,-0.0008905855262143857,-0.014420523136283673,0.0595538440569435,-0.03039428900936856,-0.001088071296320469,0.014499771904552566,-0.00035557614921828164,0.009141892544508659,0.10024854500000212
Q163,0.027510142858159944,-0.0034575107581319583,-0.03394590467061001,-0.010873500466107886,0.05218000429224904,-0.039251803528068945,-0.06588913506548924,-0.010745832595674519,-0.008583068379879578,-0.059726074945801684,0.030879658299117558,0.08365688667521558,0.022320987486250405,0.08546229310825602,0.044144110601776795,0.02995891296959702,0.012999638275221485,0.10508543376213264,0.0699506324166269,0.093615978247078,0.12435061864284638,0.05005932789293532,0.06537927371621868,-0.03667007354401752,0.02589890274575729,0.005942446944721662,-0.005764563576233569,0.08678217545232282,0.10535720380460079,-0.011824149414788696,0.08122702235827552,0.003861876389559237,-0.06531556133028132,1.0,-0.027560269651267934,-0.028798099263419343,-0.0026060632111262905,-0.030144334825040246,-0.0367658158748621,-0.033234638853117025,-0.030737323211385413,0.005563321169143151,0.04194189536030505,0.09101846585669839,0.054092767556246084,0.06784026656002051,0.06943807732776601,0.005027922352820179,-0.005414279518708181,0.018821422295906984,0.05164773473727013,0.1526927378328508,0.16678674835598867,0.08047746454867076,0.0032046582198086144,0.03223295635891811,0.01205557211093781,0.1216916241306074,-0.024214925542231713,0.13290297936344656,0.036517223484209715,0.16670203525454377,0.07255974909074239,0.19360450176425087,0.12954669208730654,0.15182364877955978,0.17768190046306406,0.05959387586311051,0.08403023925316681,0.0726334979058873,0.03726111073671623,-0.05553281328926868,0.062089795229656776,0.13536631650372996,0.02188243526061336,0.020310163552019905,0.039066009858559514,0.03968559508946818,-0.014752763914017438,0.06383681250335949,0.05460938460520288,0.048479294458276735,0.04331316595373761,0.04284052831469669,0.02410186759421507,0.11026664838077024,-0.016760424043741604,0.06153287474313954,0.15164168153369117,0.13898763318663826,0.1482410313162133,0.1265370503900817,-0.04978772943599122,0.14974250756557328,0.15592004163006795,0.15570408786880413,0.17648697771239646,0.1359078069135709,0.08087742623925523
Q164,-0.12399363275035451,-0.015208210411048266,0.08392708979019356,0.1602119533863161,0.25548024846184914,0.39088382457290977,0.6742094922103291,0.39065072016124286,-0.06355427913480054,0.22270453721068267,0.04393234768651116,0.08621162623663892,0.025723191784187784,0.23855814978033926,0.09145371408584856,0.19917788865009767,0.06622972156168754,-0.2562636335639694,-0.18051097048085799,0.055299807158879,0.13538389291181155,0.08729959833030052,0.0037946690478196,0.01136722037756388,-0.08002263175978133,0.06482738226468603,0.2838620488757956,-0.10498490804333578,-0.10841299700324188,0.06277571127959151,-0.059328037765110433,0.22601845104353718,0.0829405516012221,-0.027560269651267934,1.0,0.5201195096286515,0.4089836569681629,0.4843419315379428,0.6660181698622644,0.5660976244652456,0.06250664832824926,-0.007951697515445373,-0.41960172992552747,-0.4288586117998001,-0.329496708182907,-0.4409161452097912,-0.40196078246557687,0.0322841013328568,0.11277537494593992,-0.09048687682265805,0.1342542597326901,-0.09059565709152106,-0.26028711925748665,0.1416419721157018,0.2065574903240541,0.10558740927265392,0.17967476746539424,0.017260796135766653,0.2920720218301854,0.03816598738318659,0.26079918066297825,-0.021200035758106858,0.19558786243470994,-0.03701647476235002,0.23181540031222791,-0.068417627383763,0.06468969514111798,0.249235595205638,0.1946474704049806,0.10558871140201596,0.39091514234718766,0.2038601930135451,0.20013899469401406,-0.0766230035847204,0.15269454334165622,0.09964445961227272,0.2747560963656391,0.2367522943924928,0.23697655028203196,0.3152713236210309,0.35850551946687725,0.24528321393505723,-0.028602180079878713,0.32952811752305877,0.027409290801551918,-0.04843164283330985,0.2884299458046638,0.42655807658069517,0.03032858195157015,-0.0008246910599669285,-0.07784987755272801,-0.08108381907932967,0.6866958830428375,-0.0780916243779624,0.004759311028983892,-0.10007848740458479,-0.08549285550119444,0.0027455481378848468,0.06631499435134372
Q169P,-0.07672800422725853,-0.05480455344230878,0.08326764839518462,0.15966954305010142,0.22366979415755484,0.4326838012803121,0.4014413080696427,0.3442718055450919,-0.043167138130787465,0.19514804965765428,0.10522131064391174,0.16629097123781192,0.0895730359835327,0.34217567701479673,0.155730330804423,0.3307085640836241,0.1111567034356111,-0.1677436702601479,-0.1347295025745945,0.0657726638151428,0.09993498589682108,0.11316402738061718,-0.023594072841571744,0.02373759690387494,-0.060062868189410944,0.11949932595972611,0.16146256915862306,-0.14523458386916316,-0.08852612501276935,0.08777424575746028,-0.06717337136985034,0.12692807387150168,0.07229308386093797,-0.028798099263419343,0.5201195096286515,1.0,0.6426414920584149,0.4329850802084417,0.5293257479739876,0.3763118992329462,0.10666061790127158,0.018750865742461403,-0.3969754110805945,-0.33931521231477846,-0.33280814604638864,-0.45396056760828973,-0.3339274923786018,0.07777140892687143,0.13246520428884656,-0.02758630684453613,0.2634573200572188,-0.036351786101178,-0.1490895035741326,0.08282119062481191,0.17301490486635157,0.08250624821237112,0.27323345781328734,-0.03565172097857677,0.38292198633563074,0.09417069442213545,0.33038363960199035,-0.06635888576161553,0.22260354321306325,-0.052843124365275725,0.267418146074595,-0.12778580112295876,-0.0204605636453464,0.16226724801706469,0.19533801227988512,0.12985939927278994,0.3735192763339145,0.2436817405270704,0.3418990451062208,-0.020971039112559528,0.23583837023418816,0.12107980301758033,0.41627516438626555,0.30433496092512163,0.28206173699861714,0.40814336667686396,0.37894740288801526,0.2568958574301166,-0.06410909978128872,0.3615933407891531,0.006404053914767447,-0.004647724498444774,0.22302853428114264,0.3953498608393929,0.12201194420175059,0.062481100211119106,0.04735801743724566,0.01065747079855419,0.5673078571631396,0.04280900684280589,0.10350527275022023,0.01013661781523458,0.00644359948790427,0.04823884373445545,0.05236497955860592
Q170P,-0.05463185675166115,-0.07409917934076592,0.09779474712105869,0.15435290147485722,0.23257729209170272,0.36219229189352187,0.29864108550670804,0.27126768667536344,-0.038974167117302505,0.13430560502510358,0.14846311531845874,0.250329412000773,0.13895769797119054,0.3618185867706612,0.21144072277509182,0.35176248992489606,0.14198868086362904,-0.13831550535850284,-0.1216312907797311,0.07064076330379714,0.10706512653930746,0.12138452164090946,-0.03347685900783468,0.029430608648815186,-0.0243743400500789,0.11467072393871904,0.10843165818975305,-0.14136466278764412,-0.09859819676372421,0.104479669475344,-0.09408682217938444,0.11222951304687524,0.07416902634671621,-0.0026060632111262905,0.4089836569681629,0.6426414920584149,1.0,0.33213834509352974,0.426036736467617,0.2971885581921892,0.10825917121715,0.025562534020714525,-0.3821625444696632,-0.29108208774678135,-0.2998512211999192,-0.4111975723089092,-0.2894521821894477,0.08691419862325038,0.09331378646265613,0.003324496548561143,0.2700467422078756,0.0020650768498261347,-0.08296691277350111,0.05420382532201479,0.17795855646378284,0.06167468655015985,0.2819453230473145,-0.05266706367342249,0.3444904046694791,0.13360538857132276,0.3121500720304471,-0.057980821520899575,0.20664356907623282,-0.03652476016299692,0.260375853432355,-0.10620193753319161,-0.024332403134512633,0.1641147323872261,0.19199421920887075,0.11341049317719053,0.3224149547715308,0.24241506030519586,0.37758227080540346,-0.0037196120322182747,0.279575229661984,0.13937293064021497,0.4494153584558017,0.3200836720440248,0.2627683942088706,0.391844498267738,0.35399354310895603,0.24141141685980874,-0.0645663225150059,0.3352193273227455,0.0055190485602828404,0.015266191668052483,0.17730321640775656,0.33675638831546856,0.15342960161306066,0.062098338035581666,0.06814786326916865,0.05841867988432806,0.47190162450368345,0.07365188512423307,0.14961507097270665,0.05558945821872517,0.05449066570758517,0.061724053882735046,0.053726435269634484
Q171P,-0.06465006198738765,-0.03700472861529075,0.05596120429225155,0.11756853431077997,0.16898227325651735,0.36260025423805514,0.3927777011484569,0.2962142196448411,-0.05466340114841797,0.16825559891318975,0.044137172436816995,0.07763050008201768,0.04116983452093603,0.2159947960809842,0.0725579573802819,0.16443301312679215,0.05421188646003618,-0.13750463058268125,-0.11012267172721515,0.07704545051453378,0.07941981891608249,0.07135138062084039,0.007766267015648824,0.02511874901750946,-0.058555605463586534,0.07956937506227682,0.16535168314136695,-0.045380521733459,-0.09097019493512465,0.059237170982125456,-0.021630133142427323,0.13070316717203032,0.08755539808308904,-0.030144334825040246,0.4843419315379428,0.4329850802084417,0.33213834509352974,1.0,0.6038643671719087,0.4325299854373341,0.08242335931294817,0.015428171220953364,-0.31468268396301585,-0.2942484933318025,-0.265490497402422,-0.3417746388226618,-0.2865680666458929,0.06379824102831888,0.12641695195775143,-0.0461137435240941,0.1543962656185239,0.0029682887514002813,-0.12667567653096057,0.09443291251158704,0.1389913623812236,0.09342339868655636,0.1461473530791214,0.017550405071261682,0.2772950339797076,0.031452753602280475,0.226793763404713,-0.045116827123166565,0.1492274264241569,-0.027062743288308277,0.19215380140213537,-0.07471405265894537,0.014261703291263408,0.15363803832518977,0.14254117434126357,0.0742917007524978,0.2809395694936676,0.15802951713790755,0.19097541281741473,-0.005349952544778847,0.15684376557254112,0.06161904450586681,0.2372500107919216,0.18621178087764736,0.21706818620786245,0.2754693783923776,0.26147968922298703,0.1775599977470941,-0.01636403388261488,0.2527669978978903,0.014796894043252806,0.03678751253946756,0.21791739833405915,0.4100362920905772,0.060661547051341407,0.09449100992365148,0.030663182752456056,-0.031370443996756835,0.523267231069683,0.01295710389533817,0.061925551825173696,-0.0029119840070087584,0.01833430581364657,0.06525204345199212,0.07226532684570854
Q172P,-0.09576725168824399,-0.008013343733448941,0.08456480714679251,0.1555874204322089,0.21881260858283955,0.42357941356596523,0.540895217997479,0.392641010872292,-0.05478874624295382,0.18786590081236243,0.046698999813707766,0.07837265207791538,0.030876330848343188,0.24151982203379502,0.09269914916251192,0.23248567109368118,0.06274682873452778,-0.19931348861208312,-0.13850240574493813,0.05678582695800443,0.10634414725375951,0.08684517996722997,-0.007724671838104654,0.01736301524215416,-0.07050034927488374,0.08063779219596885,0.22933188957124345,-0.09770898114449843,-0.1017304960731678,0.0609365614737668,-0.05429375311455058,0.15667985914442847,0.061824669153959844,-0.0367658158748621,0.6660181698622644,0.5293257479739876,0.426036736467617,0.6038643671719087,1.0,0.5362670402699301,0.0870448844099451,-0.014655060461746791,-0.3753050272836748,-0.3743544998804455,-0.3067384474285716,-0.428070254357574,-0.3470548181785646,0.03228931879728628,0.11187980742808144,-0.0597026870966898,0.17366383775709412,-0.03378043021473317,-0.19172753221772426,0.154376492575166,0.1671495434837224,0.09422736394857509,0.17316976145885601,0.020448341196160038,0.2987683755116764,0.038907764623879806,0.2572493441144439,-0.0409747964886511,0.17692855705147226,-0.04236433736369362,0.20884458121777866,-0.08830976042054414,0.028381557422583532,0.20902076447954332,0.18794721703367243,0.12539195140028228,0.3632230081840889,0.18470513906913003,0.20542293562125663,-0.03881031096890798,0.14483812908796687,0.10670176985098948,0.27018474384482905,0.22834439706294657,0.22687703779485466,0.309825499412613,0.33366166969151234,0.21840882603413264,-0.01030247496730002,0.2926241921133958,0.026445415464285343,0.0017607495705159177,0.2611280358533296,0.4226890050866068,0.0792253924826002,0.046290934631780925,-0.014512714325714647,-0.023954037588038636,0.660196003526207,-0.011716183161399791,0.0431062846277136,-0.05214729997277092,-0.03400041753393569,0.03105359042996122,0.052253774283427985
Q173P,-0.10978276294317511,0.006367497423944162,0.04472813711533188,0.12923956867739225,0.1837679330211145,0.290965266735966,0.5810761665339776,0.33102683377609543,-0.04402399725488603,0.1560966982302408,0.03131247045958701,0.046923800705295546,0.038028650143813125,0.1800567428741909,0.04252392792822703,0.12412903293568847,0.03452173816200339,-0.16031247279939495,-0.1361429080653182,0.05935918250845105,0.08269222902862348,0.05896264570909821,-0.030543575333987553,-0.001938515779703695,-0.08768433428867366,0.056446473407930096,0.19409593132942604,-0.06107733285625046,-0.07957067674951115,0.0805925661424923,-0.05284989867085459,0.1386989476276015,0.07151185049224608,-0.033234638853117025,0.5660976244652456,0.3763118992329462,0.2971885581921892,0.4325299854373341,0.5362670402699301,1.0,0.057934809911754245,-0.022090209883870792,-0.28002664988515036,-0.2895768092867987,-0.22863852386942507,-0.2832676254384526,-0.2877186267289038,0.003510380106061736,0.03508003670432041,-0.10317196599437511,0.09940984105459484,-0.025089493297118678,-0.1336656743188526,0.14743571721450435,0.1318551451051695,0.07626616322941165,0.09847780237346612,0.04974742554926119,0.20607097285290055,0.03754766733216978,0.163062742043636,0.018197096026705606,0.11938638442895769,0.005843676844942127,0.18956431504716603,0.00025471648962196037,0.05883428308454006,0.21607539119816646,0.18091012731918094,0.08180787384350108,0.2881183760706474,0.12170669243017226,0.13788947332655052,-0.01077623735340694,0.09560988222967193,0.06628338907861248,0.18814078062332604,0.17440257966354075,0.16721701692563273,0.213725368554965,0.23785083900747062,0.15863032347802297,0.010564636390862655,0.23098324738193443,0.03574518481458091,-0.02559668775747825,0.20676302537793048,0.381344660143807,0.06734167060628288,0.03548715293809638,-0.0263257626524845,-0.020362949189033225,0.5337849774335094,-0.025288894350373136,0.022954155825202875,-0.049302141555075354,-0.02357963828841626,0.03298020054819335,0.05224668220915352
